,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
32392,21.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13,13630.35155479654
32393,25.0,4.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,13630.35155479654
32394,32.0,4.4,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,13630.35155479654
32395,32.0,4.6,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,13630.35155479654
32396,38.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,29,13630.35155479654
32397,29.0,4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,28,13629.200598636642
32398,30.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,16,13629.200598636642
32399,34.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,40,13629.200598636642
32400,30.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,21,13629.200598636642
32401,37.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,13629.200598636642
32402,20.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,13629.200598636642
32403,28.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,16,13629.200598636642
32404,29.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,13629.200598636642
32405,23.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,13629.200598636642
32406,25.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16,13629.200598636642
32407,31.0,3.5,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,33,13629.200598636642
32408,34.0,4.5,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,18,13626.021466014448
32409,30.0,4.2,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,31,13626.021466014448
32410,38.0,4.7,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,13626.021466014448
32411,20.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,13626.021466014448
32412,21.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,13,13626.021466014448
32413,26.0,4.9,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,13626.021466014448
32414,29.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,13626.021466014448
32415,29.0,4.7,Fog,Medium,2,Snack,scooter,0.0,No,,15,13626.021466014448
32416,23.0,4.9,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Metropolitian,41,13626.021466014448
32417,21.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,17,13626.021466014448
32418,22.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13626.021466014448
32419,,,,,3,Buffet,electric_scooter,1.0,No,Urban,27,13621.838261738823
32420,37.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Urban,45,13621.838261738823
32421,,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,34,13621.838261738823
32422,,,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,13621.838261738823
32423,29.0,4.6,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,21,13621.838261738823
32424,,,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,25,13621.838261738823
32425,25.0,4.9,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,13621.838261738823
32426,30.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,13621.838261738823
32427,27.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13621.838261738823
32428,23.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,13621.838261738823
32429,37.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44,13621.838261738823
32430,32.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,13,13621.173517610481
32431,36.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,13621.173517610481
32432,28.0,4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,17,13621.173517610481
32433,39.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,13621.173517610481
32434,32.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,13621.173517610481
32435,29.0,4.9,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,19,13621.173517610481
32436,27.0,4.7,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,13621.173517610481
32437,,,,,3,Buffet,scooter,1.0,No,Urban,31,13621.173517610481
32438,32.0,4.1,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,34,13621.173517610481
32439,39.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,13621.173517610481
32440,22.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,15,13621.173517610481
32441,39.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,,No,Urban,35,13621.173517610481
32442,26.0,4.4,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,40,13618.951358238875
32443,,,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,11,13618.951358238875
32444,36.0,4.8,Fog,Medium,2,Meal,electric_scooter,0.0,No,,15,13618.951358238875
32445,38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,20,13618.951358238875
32446,31.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,13618.951358238875
32447,39.0,3.5,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,38,13618.951358238875
32448,29.0,4.4,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,13618.951358238875
32449,33.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,23,13618.951358238875
32450,35.0,4.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,13618.951358238875
32451,37.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,13618.951358238875
32452,37.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,13,13618.951358238875
32453,33.0,4.7,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,13618.951358238875
32454,22.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,13618.951358238875
32455,39.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,13617.026147388626
32456,37.0,3.5,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,40,13617.026147388626
32457,38.0,4.2,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,13617.026147388626
32458,34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,13617.026147388626
32459,38.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,,24,13617.026147388626
32460,39.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,37,13617.026147388626
32461,28.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,13617.026147388626
32462,36.0,4.9,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,13617.026147388626
32463,,,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,18,13617.026147388626
32464,23.0,4.6,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,20,13617.026147388626
32465,25.0,4.7,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,13617.026147388626
32466,23.0,3.5,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,47,13616.632974226453
32467,32.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,13616.632974226453
32468,32.0,4.2,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,38,13616.632974226453
32469,,,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,23,13616.632974226453
32470,25.0,4.6,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,41,13616.632974226453
32471,28.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,19,13616.632974226453
32472,35.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,13616.632974226453
32473,32.0,5.0,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,22,13616.632974226453
32474,35.0,4.3,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,13616.632974226453
32475,26.0,4.9,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,13616.05366816855
32476,24.0,4.0,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,13616.05366816855
32477,27.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,13616.05366816855
32478,26.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,21,13616.05366816855
32479,34.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,13616.05366816855
32480,34.0,4.6,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,13616.05366816855
32481,38.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,27,13616.05366816855
32482,28.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,13616.05366816855
32483,,,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,13616.05366816855
32484,26.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,28,13616.05366816855
32485,25.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,13616.05366816855
32486,,,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,16,13616.05366816855
32487,34.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,13616.05366816855
32488,26.0,4.6,Stormy,Low,2,Snack,scooter,0.0,,Metropolitian,13,13616.05366816855
32489,33.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,,27,13616.05366816855
32490,32.0,4.0,Cloudy,Low,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,13615.434613953401
32491,37.0,4.6,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,24,13615.434613953401
32492,35.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,13615.434613953401
32493,29.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16,13615.434613953401
32494,20.0,4.9,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,10,13615.434613953401
32495,34.0,5.0,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,20,13615.434613953401
32496,36.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,13615.434613953401
32497,29.0,4.9,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,13615.434613953401
32498,34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,13615.434613953401
32499,22.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,13615.434613953401
32500,23.0,4.7,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,26,13615.434613953401
32501,29.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,13615.434613953401
32502,33.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,13615.434613953401
32503,28.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,13615.434613953401
32504,30.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,34,13614.473283965355
32505,35.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,13614.473283965355
32506,25.0,4.5,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,13614.473283965355
32507,25.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Urban,34,13614.473283965355
32508,34.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,,15,13614.473283965355
32509,34.0,4.2,Sunny,Medium,0,Snack,motorcycle,,No,Urban,33,13614.473283965355
32510,24.0,5.0,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,13614.473283965355
32511,21.0,4.1,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,53,13614.473283965355
32512,36.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,13614.473283965355
32513,23.0,4.7,Sandstorms,Jam,2,Buffet,scooter,,No,Metropolitian,11,13612.054006507073
32514,37.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,51,13612.054006507073
32515,33.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,13612.054006507073
32516,21.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Urban,15,13612.054006507073
32517,31.0,4.5,Sunny,Low,0,Drinks,motorcycle,,No,Urban,26,13612.054006507073
32518,28.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,13612.054006507073
32519,26.0,4.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,28,13612.054006507073
32520,21.0,4.7,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,13612.054006507073
32521,39.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25,13612.047615313666
32522,27.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,13612.047615313666
32523,21.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,20,13602.429058175787
32524,35.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,28,13602.429058175787
32525,38.0,4.8,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,30,13602.429058175787
32526,28.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,26,13602.429058175787
32527,35.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,13602.429058175787
32528,28.0,4.8,Windy,High,2,Meal,motorcycle,1.0,No,Urban,27,13602.429058175787
32529,23.0,4.6,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,13602.429058175787
32530,33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,25,13602.429058175787
32531,25.0,4.5,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,27,13602.429058175787
32532,22.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,13602.429058175787
32533,29.0,4.8,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,19,13602.429058175787
32534,23.0,4.7,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,13602.429058175787
32535,25.0,4.2,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Urban,34,13597.295583354387
32536,34.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13597.295583354387
32537,23.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,24,13597.295583354387
32538,34.0,4.6,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,13597.295583354387
32539,38.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,13597.295583354387
32540,35.0,4.8,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,30,13597.295583354387
32541,33.0,4.7,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,13597.295583354387
32542,30.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,13597.295583354387
32543,38.0,4.4,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,13597.295583354387
32544,22.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,10,13597.295583354387
32545,31.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,13597.295583354387
32546,30.0,4.1,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,41,13596.609311286853
32547,24.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,13596.609311286853
32548,27.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,24,13596.40578167064
32549,38.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,13596.40578167064
32550,34.0,4.9,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,13596.40578167064
32551,36.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,13596.40578167064
32552,33.0,4.2,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,34,13596.40578167064
32553,34.0,5.0,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,29,13596.40578167064
32554,29.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19,13596.40578167064
32555,28.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,17,13596.40578167064
32556,,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,13596.40578167064
32557,30.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,13596.40578167064
32558,30.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Urban,19,13596.40578167064
32559,38.0,4.6,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,26,13596.40578167064
32560,33.0,5.0,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,20,13596.40578167064
32561,37.0,4.2,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,33,13594.490247915077
32562,34.0,4.5,Cloudy,Jam,2,Meal,motorcycle,0.0,No,,30,13594.490247915077
32563,22.0,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,13594.490247915077
32564,27.0,4.5,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,21,13593.621870792975
32565,30.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,27,13593.621870792975
32566,38.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,13593.621870792975
32567,23.0,4.5,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,20,13593.621870792975
32568,25.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,13593.621870792975
32569,24.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,13593.621870792975
32570,39.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,13593.621870792975
32571,21.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,,13,13593.621870792975
32572,34.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,13593.621870792975
32573,30.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,13593.621870792975
32574,32.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,13593.621870792975
32575,36.0,4.7,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,13593.621870792975
32576,28.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,13593.621870792975
32577,27.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,13593.621870792975
32578,39.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,54,13593.621870792975
32579,36.0,4.1,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,42,13593.621870792975
32580,37.0,4.0,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,36,13593.17532603749
32581,29.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,11,13593.17532603749
32582,37.0,4.3,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,42,13593.17532603749
32583,26.0,5.0,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,13593.17532603749
32584,20.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,19,13593.17532603749
32585,29.0,5.0,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,13593.17532603749
32586,36.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,13593.17532603749
32587,39.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,,17,13593.17532603749
32588,23.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,12,13593.17532603749
32589,34.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,17,13593.17532603749
32590,31.0,3.7,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,35,13593.17532603749
32591,23.0,3.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Semi-Urban,53,13590.649890440855
32592,20.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,,22,13590.649890440855
32593,24.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,25,13590.649890440855
32594,28.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,21,13590.649890440855
32595,33.0,4.3,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,31,13590.649890440855
32596,24.0,4.7,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,16,13590.649890440855
32597,20.0,4.5,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,18,13590.649890440855
32598,20.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,13590.649890440855
32599,35.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,13590.649890440855
32600,33.0,4.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,13587.511068725156
32601,38.0,4.9,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,13587.511068725156
32602,28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,13587.511068725156
32603,27.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,,18,13587.511068725156
32604,25.0,4.2,Sunny,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,13587.511068725156
32605,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,13587.511068725156
32606,37.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,23,13587.511068725156
32607,36.0,4.8,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,13587.511068725156
32608,37.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,13587.511068725156
32609,,,,,3,Snack,bicycle,1.0,No,Metropolitian,26,13583.49838561923
32610,29.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,13583.49838561923
32611,34.0,4.6,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,13583.49838561923
32612,20.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,13583.49838561923
32613,26.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,13583.49838561923
32614,29.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,40,13583.49838561923
32615,39.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,,18,13583.49838561923
32616,23.0,5.0,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,18,13583.49838561923
32617,22.0,4.6,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,24,13583.49838561923
32618,23.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,13582.71323529499
32619,23.0,4.9,Stormy,High,1,Buffet,scooter,1.0,No,Urban,15,13582.71323529499
32620,37.0,3.6,Windy,Jam,1,Drinks,motorcycle,0.0,No,Urban,33,13582.71323529499
32621,23.0,4.9,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,13582.71323529499
32622,26.0,4.5,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,13582.71323529499
32623,31.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,21,13582.71323529499
32624,39.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,13581.443617472336
32625,35.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,13581.443617472336
32626,23.0,5.0,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,27,13581.443617472336
32627,33.0,4.2,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,36,13580.168907388852
32628,23.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,13580.168907388852
32629,39.0,4.1,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,13578.702000383477
32630,29.0,4.8,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,13578.702000383477
32631,35.0,3.5,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,34,13578.702000383477
32632,26.0,5.0,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,16,13578.702000383477
32633,39.0,4.3,Windy,Jam,2,Drinks,electric_scooter,1.0,Yes,Metropolitian,43,13578.702000383477
32634,24.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,13578.702000383477
32635,28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,13578.702000383477
32636,25.0,4.9,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,16,13578.702000383477
32637,26.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,13578.702000383477
32638,23.0,4.5,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,13578.702000383477
32639,27.0,5.0,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,13578.702000383477
32640,38.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,13578.702000383477
32641,37.0,4.9,Fog,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,17,13578.702000383477
32642,24.0,4.3,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,13578.702000383477
32643,23.0,4.6,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,13578.702000383477
32644,20.0,4.5,Fog,Medium,2,Meal,motorcycle,0.0,No,Urban,14,13578.310186735915
32645,39.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,39,13578.310186735915
32646,38.0,4.5,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,13578.310186735915
32647,35.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,13578.310186735915
32648,21.0,5.0,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,13578.310186735915
32649,31.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,13578.310186735915
32650,30.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,13578.310186735915
32651,20.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,13578.310186735915
